id;display_order;EventID;Date_Maybe;Date_Stage;Stage_Short;季節;大約日期;地點;事件名稱;事件分類;神學主題;耶穌品格;焦點;福音中心;經文總覽;經文_太;經文_可;經文_路;經文_約;經文狀態;合參原則;年代確信度;順序確信度;資料類型;事件分類_五大精分;分類依據_研究級;教導_主題_研究級;事件分類_研究級_細分;教導_天國_二級主題;比喻_二級主題;神蹟_二級主題;事件分類_研究級_終版;示範_二級主題;智慧_二級主題;幽默_二級主題;事件分類_研究級_終極;分類_Tags;新約串珠;新約串珠_理由;新約串珠_事件級;新約串珠_事件級_結論;主題索引_研究級;舊約彌賽亞串珠;舊約經文引用_耶穌;人事時地物預表;舊約經文引用_耶穌_擴充;人事時地物預表_一級;人事時地物預表_二級;使用者痛點標籤;一句帶走的話;使用者痛點_主要;使用者痛點_次要;福音中心_微型敘事;福音中心_old
299;90;E-090;0029-09;;Turning Point;秋;約 西元 29 年;加利利;第二次預言受難;;順服;信實、謙卑、恩典;人子被交;【第二次預言受難】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;Mt 17:22-23 | Mk 9:30-32 | Lk 9:43-45;Mt 17:22-23;Mk 9:30-32;Lk 9:43-45;;經文明載;經文段落連結;中;中;事件;示範>身教/行動;;;;;;;;順服父神;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 賽 9:6-7";詩 22；賽 53;;詩 22；賽 53；詩 69:21;;;身份困惑;祂不是說給你聽，祂做給你看。（E-090）;身份困惑;匱乏／無力;【第二次預言受難】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;十字架把神的公義與慈愛同時成就：罪被審判，人被挽回；因此我們可以在白白的愛裡得著真正的平安。
300;91;E-091;0029-11;;Post‑Tabernacles;秋;約 西元 29 年;迦百農;繳納聖殿稅;;身分;信實、謙卑、恩典;兒子的自由;【繳納聖殿稅】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 17:24-27;Mt 17:24-27;;;;經文明載;福音書順序;低;中;事件;教導>教導;;天國/福音;;天國倫理;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12;共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;天國門徒生活（綜合）;"【T】[彌賽亞預言] 創 12:3; 賽 9:6-7";;出 30:11-16;;制度;贖價/代贖與歸屬;控制／權力壓力;你被規則逼著活，祂把你放回恩典。（E-091）;控制／權力壓力;身份困惑;【繳納聖殿稅】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;救主的故事從家庭、血統與歷史的複雜開始，宣告神能把破碎與污點編進救恩線；因此人的價值不再被出身與過去定義。
301;92;E-092;0029-11;;Post‑Tabernacles;秋;約 西元 29 年;迦百農;爭論誰為大與包容;;謙卑;智慧、勇氣、真理;接納小孩;【爭論誰為大與包容】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 18:1-14 | Mk 9:33-50 | Lk 9:46-50;Mt 18:1-14;Mk 9:33-50;Lk 9:46-50;;經文明載;經文段落連結;中;中;事件;教導>教導;;天國/福音;;天國倫理;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12;共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17";;;;;;控制／權力壓力;你被規則逼著活，祂把你放回恩典。（E-092）;控制／權力壓力;身份困惑;【爭論誰為大與包容】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。
302;93;E-093;0029-11;;Post‑Tabernacles;秋;約 西元 29 年;迦百農;教會懲戒與饒恕;;關係;同理、耐心、智慧;七十個七次;【教會懲戒與饒恕】 耶穌用比喻拆掉你的自我合理化：福音不是更高KPI，而是被恩典抓住後，活出天國的反轉。;Mt 18:15-35;Mt 18:15-35;;;;經文明載;福音書順序;中;中;事件;教導>比喻;;門徒訓練/群體生活;;;比喻綜合;;;;;;;;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25｜共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;理由：①本事件聚焦門徒被呼召/被塑造/被差遣；②書信談「建造成長、彼此成全、傳承真道」；③共同信息：門徒訓練是群體工程，不是單兵信仰。;弗 4:32-5:2；羅 12:17-21；約壹 4:7-12;共同點：耶穌的愛與饒恕成為群體核心；書信把它展開成以善勝惡、彼此饒恕、以基督的愛彼此相待。;愛與饒恕／群體倫理;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;關係破裂／孤單;祂用故事拆掉你的自義，留下恩典。（E-093）;關係破裂／孤單;身份困惑;【教會懲戒與饒恕】 耶穌用比喻拆掉你的自我合理化：福音不是更高KPI，而是被恩典抓住後，活出天國的反轉。;在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。
303;94;E-094;0029-11;;Post‑Tabernacles;秋;約 西元 29 年;撒馬利亞邊界;定意面向耶路撒冷;;決心;同理、耐心、智慧;不降火;【定意面向耶路撒冷】 耶穌在『關係/婚姻/家庭/鄰舍』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Lk 9:51-56;;;Lk 9:51-56;;經文明載;地理關聯;高;高;事件;教導>教導;;關係/婚姻/家庭/鄰舍;;;;;;;;;;;林前 13:4-8；羅 13:8-10；弗 4:32-5:2；西 3:12-14；約壹 4:7-12｜共同點：新約作者把耶穌的愛與饒恕具體化：以基督先愛為根基，活出赦免、忍耐與彼此相愛。;理由：①本事件以愛與饒恕為核心命令；②書信把愛定義為福音的中心實踐（彼此相愛、以恩慈饒恕）；③共同信息：先被愛的人，才能活出愛。;林前 13:4-8；羅 13:8-10；弗 4:32-5:2；西 3:12-14；約壹 4:7-12;共同點：新約作者把耶穌的愛與饒恕具體化：以基督先愛為根基，活出赦免、忍耐與彼此相愛。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-094）;身份困惑;匱乏／無力;【定意面向耶路撒冷】 耶穌在『關係/婚姻/家庭/鄰舍』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。
304;95;E-095;0029-12;;Dedication;秋;約 西元 29 年;路上;跟從主的挑戰;;代價;耐心、洞察、權柄;枕頭;【跟從主的挑戰】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 8:18-22 | Lk 9:57-62;Mt 8:18-22;;Lk 9:57-62;;經文明載;經文段落連結;低;中;事件;教導>教導;;天國/福音;;天國價值;;;;;;;;;提前 6:6-10, 17-19；林後 9:6-11；腓 4:11-13, 19；來 13:5-6；雅 5:1-5｜共同點：財富是試金石；書信與耶穌一致呼召人以知足、慷慨與倚靠神來勝過貪婪。;理由：①本事件挑戰「財富與安全感」；②書信以知足、慷慨與倚靠神來對抗貪婪；③共同信息：錢是試金石，門徒以天國價值重新排序。;弗 4:11-16；提後 2:1-2；彼前 4:10-11;共同點：耶穌塑造並差遣門徒；書信將其制度化為教會建造、恩賜服事與代代傳承真道。;天國門徒生活（綜合）;;;;;;;關係破裂／孤單;你以為沒人懂，祂懂。（E-095）;關係破裂／孤單;身份困惑;【跟從主的挑戰】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;呼召與塑造先從『與主同在』開始，而非先要求產出；耶穌先把不合格的人納入關係，顯明救恩不是精英挑選，而是白白的愛聚集。
305;96;E-096;0029-12;;Dedication;秋;約 西元 29 年;往各城;差遣七十人;;宣教;信任、勇氣、使命感;羊入狼群;【差遣七十人】 耶穌在『門徒訓練/群體生活』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Lk 10:1-16;;;Lk 10:1-16;;經文明載;福音書順序;低;中;事件;教導>命令/門訓;;門徒訓練/群體生活;;;;;;;;;;;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25｜共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;理由：①本事件聚焦門徒被呼召/被塑造/被差遣；②書信談「建造成長、彼此成全、傳承真道」；③共同信息：門徒訓練是群體工程，不是單兵信仰。;弗 4:11-16；提後 2:1-2；彼前 4:10-11;共同點：耶穌塑造並差遣門徒；書信將其制度化為教會建造、恩賜服事與代代傳承真道。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 賽 6:8; 出 3:12";;民 11;;制度;七十長老/差遣與收割;身份困惑;你還沒開口，祂已先靠近你。（E-096）;身份困惑;匱乏／無力;【差遣七十人】 耶穌在『門徒訓練/群體生活』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;呼召與塑造先從『與主同在』開始，而非先要求產出；耶穌先把不合格的人納入關係，顯明救恩不是精英挑選，而是白白的愛聚集。
306;97;E-097;0029-12;;Dedication;秋;約 西元 29 年;往各城;七十人回歸;;得勝;耐心、洞察、權柄;名記天上;【七十人回歸】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Lk 10:17-20;;;Lk 10:17-20;;經文明載;福音書順序;低;中;事件;教導>命令/門訓;;天國/福音;;天國綜合;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12;共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;天國門徒生活（綜合）;;;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-097）;身份困惑;匱乏／無力;【七十人回歸】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;差遣不是在救火，因為耶穌已先完成工作；我們只要跟上祂已啟動的國度，不用替祂補缺。
307;102;E-102;0029-10;;Tabernacles;秋;約 西元 29 年;耶路撒冷;住棚節:節期中的教導;;權柄;智慧、勇氣、真理;憑神意行;【住棚節:節期中的教導】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 7:14-36;;;;Jn 7:14-36;經文明載;福音書順序;高;高;事件;教導>教導;;身份/基督論/救恩;;;;;;;;;;;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2｜共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;理由：①本事件的核心真理是「身份由神宣告/更新」；②書信把同一真理表述為「在基督裡得兒子名分/新造的人」；③因此信徒的安全感根基不在表現，而在神的收納與同在。;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2;共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-102）;身份困惑;匱乏／無力;【住棚節:節期中的教導】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。
308;98;E-098;0029-12;;Dedication;秋;約 西元 29 年;路上;耶穌被聖靈感動歡樂;;啟示;同理、耐心、智慧;嬰孩 (平行僅涵蓋11:25-27；11:28-30為馬太獨有);【耶穌被聖靈感動歡樂】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 11:25-30 | Lk 10:21-24;Mt 11:25-30;;Lk 10:21-24;;經文明載;經文段落連結;低;中;事件;教導>教導;;禱告/聖靈/敬拜;;;;;;;;;;;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27｜共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;理由：①本事件把人帶進「與父相交」的禱告生活；②書信教導在患難中禱告、聖靈幫助軟弱；③共同信息：禱告不是技巧，而是把焦慮交託、在靈裡得能力。;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27;共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-098）;身份困惑;匱乏／無力;【耶穌被聖靈感動歡樂】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
309;99;E-099;0029-12;;Dedication;秋;約 西元 29 年;路旁;好撒瑪利亞人;;愛鄰舍;同理、耐心、智慧;去照樣行;宗教人走過你不想管，耶穌把鄰舍放到你面前：被憐憫的人，才有力量成為憐憫。;Lk 10:25-37;;;Lk 10:25-37;;經文明載;福音書順序;中;中;事件;教導>比喻;;關係/婚姻/家庭/鄰舍;;;成長/擴展;;;;;;;;林前 13:4-8；羅 13:8-10；弗 4:32-5:2；西 3:12-14；約壹 4:7-12｜共同點：新約作者把耶穌的愛與饒恕具體化：以基督先愛為根基，活出赦免、忍耐與彼此相愛。;理由：①本事件以愛與饒恕為核心命令；②書信把愛定義為福音的中心實踐（彼此相愛、以恩慈饒恕）；③共同信息：先被愛的人，才能活出愛。;林前 13:4-8；羅 13:8-10；弗 4:32-5:2；西 3:12-14；約壹 4:7-12;共同點：新約作者把耶穌的愛與饒恕具體化：以基督先愛為根基，活出赦免、忍耐與彼此相愛。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;被憐憫的人，才有力量去憐憫。;身份困惑;匱乏／無力;宗教人走過你不想管，耶穌把鄰舍放到你面前：被憐憫的人，才有力量成為憐憫。;這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。
310;100;E-100;0029-12;;Dedication;秋;約 西元 29 年;伯大尼;馬大與馬利亞;;優先次序;敬畏、喜樂、信靠;上好福分;【馬大與馬利亞】 耶穌在『其他教導』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Lk 10:38-42;;;Lk 10:38-42;;邏輯推論;地理關聯;低;中;事件;教導>教導;;其他教導;;;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12;共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;天國門徒生活（綜合）;;;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-100）;身份困惑;匱乏／無力;【馬大與馬利亞】 耶穌在『其他教導』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;道成肉身不是遠距援助，而是神親自走進人的有限與羞恥裡，讓人不必先整理好人生才配得靠近祂。
311;126;E-126;0030-02;;Journey;秋;約 西元 30 年;猶大;絆倒人與僕人本分;;饒恕;同理、耐心、智慧;信心像芥種;【絆倒人與僕人本分】 耶穌在『門徒訓練/群體生活』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Lk 17:1-6;;;Lk 17:1-6;;經文明載;福音書順序;低;中;事件;教導>教導;;門徒訓練/群體生活;;;;;;;;;;;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25｜共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;理由：①本事件聚焦門徒被呼召/被塑造/被差遣；②書信談「建造成長、彼此成全、傳承真道」；③共同信息：門徒訓練是群體工程，不是單兵信仰。;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25;共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-126）;身份困惑;匱乏／無力;【絆倒人與僕人本分】 耶穌在『門徒訓練/群體生活』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
312;127;E-127;0030-02;;Journey;秋;約 西元 30 年;猶大;無用的僕人;;服事;同理、耐心、智慧;只作應分作的;【無用的僕人】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;Lk 17:7-10;;;Lk 17:7-10;;經文明載;福音書順序;低;低;事件;示範>服事/謙卑;;;;;;;;僕人式領導;;;;;腓 2:5-11；可參：彼前 5:5-6；雅 4:6-10；羅 15:1-3；西 3:23-24｜共同點：耶穌的『降卑服事』在書信中成為門徒範式：不爭位、願承擔、以他人益處為念。;理由：①本事件透過服事/降卑示範天國路徑；②書信以「基督的心」呼召群體放下爭競、看別人比自己強；③共同信息：領導力的真實是願意成為僕人。;腓 2:5-11；可參：彼前 5:5-6；雅 4:6-10；羅 15:1-3；西 3:23-24;共同點：耶穌的『降卑服事』在書信中成為門徒範式：不爭位、願承擔、以他人益處為念。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;祂不是說給你聽，祂做給你看。（E-127）;身份困惑;匱乏／無力;【無用的僕人】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
313;128;E-128;0030-03;;Final Approach;秋;約 西元 30 年;伯大尼;拉撒路復活;;復活;大能、盼望、信實;我就是復活;死亡已經定案，耶穌仍流淚呼喊：祂不只安慰你，而是用生命權柄把盼望帶回來。;Jn 11:1-44;;;;Jn 11:1-44;經文明載;節期標記;高;高;事件;神蹟>使死人復活;;;;;;復活/生命權柄;;;;;;;林前 15:20-22, 50-58；羅 6:4-5；彼前 1:3-5；腓 3:10-11；來 2:14-15｜共同點：復活不是只關於將來，也是現在的新生命動力；死亡的權勢已被基督破除。;理由：①本事件宣告「死亡被打破、生命更新」；②書信把復活視為信徒新生命與將來盼望的根據；③共同信息：復活不只是結局，也是今天能活出新生命的動力。;林前 15:20-22；羅 6:4-5；彼前 1:3-5;共同點：耶穌顯明對死亡的權柄；書信以復活作信仰支點：新生命已開始，將來復活有確據。;復活／終末盼望;"【M】[彌賽亞預言] 詩 16:10; 何 6:2; 賽 25:8";;結 37;;事件;枯骨復活/新造生命;失去／哀傷;祂不只安慰你，祂把生命帶回來。（E-128）;失去／哀傷;焦慮／恐懼;死亡已經定案，耶穌仍流淚呼喊：祂不只安慰你，而是用生命權柄把盼望帶回來。;耶穌復活不是對失敗者的鼓勵口號，而是對世界秩序的改寫：罪與死亡的權勢已被打破，新的生命已被啟動。
314;129;E-129;0030-04;;Passion Week;秋;約 西元 30 年;以法蓮;殺機確立與退避;;代贖;榮耀、真理、恩典;一人替死;【殺機確立與退避】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Jn 11:45-57;;;;Jn 11:45-57;經文明載;福音書順序;高;高;事件;智慧>避開危機/策略;;;;;;;;;危機迴避;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;;;;;身份困惑;祂不只贏辯論，祂救人出來。（E-129）;身份困惑;匱乏／無力;【殺機確立與退避】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。
315;130;E-130;0030-02;;Journey;秋;約 西元 30 年;撒馬利亞邊界;十個痲瘋病人;;感恩;憐憫、接納、勇氣;外邦人歸榮;人人避開的不潔與羞恥，耶穌伸手觸摸並潔淨：祂不怕你髒，反而用聖潔吞沒羞愧。（E-130）;Lk 17:11-19;;;Lk 17:11-19;;經文明載;地理關聯;低;中;事件;神蹟>醫治;;;;;;醫治-身體;;;;;;;雅 5:14-16；來 2:3-4；林前 12:4-11；加 3:5；羅 15:18-19｜共同點：神蹟不是表演，而是神國臨到的記號；書信把醫治與恩賜放回『建造與見證』的目的。;理由：①本事件是「神國臨到的記號」：醫治/能力顯明；②書信談恩賜與醫治是為建造教會與見證福音；③共同信息：神蹟指向神的憐憫與國度，不是表演。;雅 5:14-16；來 4:16；林後 1:3-4;共同點：耶穌憐憫醫治；書信鼓勵在病痛中彼此代求、坦然到施恩座，並以神的安慰扶持受苦者。;神國能力／記號;"【M】[彌賽亞預言] 利 13–14; 賽 53:4";;利 14；賽 35:5-6;;制度;潔淨禮/成全潔淨;羞恥／罪咎;祂不怕你髒，祂的觸摸更乾淨。（E-130）;羞恥／罪咎;匱乏／無力;人人避開的不潔與羞恥，耶穌伸手觸摸並潔淨：祂不怕你髒，反而用聖潔吞沒羞愧。（E-130）;在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。
316;131;E-131;0030-02;;Journey;秋;約 西元 30 年;比利亞;人子日子的來到;;末世;同理、耐心、智慧;神國在心裡;【人子日子的來到】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Lk 17:20-37;;;Lk 17:20-37;;經文明載;福音書順序;中;中;事件;教導>教導;;天國/福音;;天國綜合;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12;共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;創 6；創 19;;事件;挪亞與羅得/審判之日;身份困惑;你還沒開口，祂已先靠近你。（E-131）;身份困惑;匱乏／無力;【人子日子的來到】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
317;103;E-103;0029-10;;Tabernacles;秋;約 西元 29 年;耶路撒冷;住棚節:末日的大聲宣告;;聖靈;同理、耐心、智慧;渴了來喝;【住棚節:末日的大聲宣告】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 7:37-52;;;;Jn 7:37-52;經文明載;福音書順序;高;高;事件;教導>教導;;禱告/聖靈/敬拜;;;;;;;;;;;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27｜共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;理由：①本事件把人帶進「與父相交」的禱告生活；②書信教導在患難中禱告、聖靈幫助軟弱；③共同信息：禱告不是技巧，而是把焦慮交託、在靈裡得能力。;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27;共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;賽 12:3；賽 55:1；結 47;;節期;住棚節/活水江河;身份困惑;你還沒開口，祂已先靠近你。（E-103）;身份困惑;匱乏／無力;【住棚節:末日的大聲宣告】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
